customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.daily,account.Charges.Total
5624-RYAMH,0,Female,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.5,0.65,178.85
5626-MGTUK,0,Female,0,0,0,20,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.1,2.9699999999999998,1879.25
5627-TVBPP,0,Female,0,0,1,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.1,0.67,644.5
5628-FCGYG,0,Male,0,0,0,21,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.1,2.8033333333333332,1737.45
5628-RKIFK,0,Female,1,0,0,49,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),101.55,3.385,5070.4
5630-AHZIL,0,Female,0,0,1,3,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),64.5,2.15,177.4
5630-IXDXV,0,Female,0,0,0,47,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.35,3.545,4849.1
5639-NTUPK,0,Male,0,0,1,13,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),52.1,1.7366666666666668,670.65
5640-CAXOA,0,Female,0,0,0,30,0,No phone service,DSL,No,No,No,Yes,No,Yes,One year,1,Credit card (automatic),40.35,1.345,1187.05
5641-DMBFJ,0,Female,0,1,0,58,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,84.3,2.81,4916.4
5642-MHDQT,0,Female,0,1,1,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,0.6616666666666667,1039.45
5644-PDMZC,1,Female,1,0,0,2,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.5,2.9833333333333334,161.5
5647-FXOTP,0,Female,1,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.9,3.5300000000000002,6401.25
5647-URDKA,0,Male,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,0.6566666666666666,130.25
5649-ANRML,1,Male,1,0,0,2,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),95.1,3.17,180.25
5649-RXQTV,0,Male,0,0,0,51,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.0,3.3,5038.15
5649-TJHOV,1,Male,1,1,0,27,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),36.5,1.2166666666666666,1032.0
5649-VUKMC,1,Female,0,0,0,12,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Mailed check,95.5,3.183333333333333,1115.15
5650-VDUDS,1,Female,0,0,0,4,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.25,0.8083333333333333,96.05
5650-YLIBA,0,Male,0,0,0,31,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.15,2.705,2640.55
5651-CPDND,0,Male,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,46.0,1.5333333333333334,492.1
5651-CRHKQ,0,Female,0,1,0,41,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),86.2,2.8733333333333335,3339.05
5651-WYIPH,0,Female,1,0,0,18,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),49.85,1.6616666666666666,865.75
5651-YLPRD,0,Female,0,1,1,32,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,86.1,2.8699999999999997,2723.75
5652-MSDEY,0,Female,0,0,0,10,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.75,2.525,777.3
5653-ITXJK,0,Female,0,1,0,31,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,49.2,1.6400000000000001,1498.55
5655-JSMZM,1,Male,1,0,0,49,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.2,3.2066666666666666,4718.25
5656-JAMLX,0,Male,0,0,0,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,0.6616666666666667,1253.65
5656-MJEFC,0,Male,0,1,1,42,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),48.15,1.605,2032.3
5663-QBGIS,0,Male,1,1,0,72,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),98.35,3.2783333333333333,6929.4
5666-CYCYZ,0,Female,0,0,0,24,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,89.55,2.985,2259.35
5666-MBJPT,0,Male,0,0,0,65,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.1,0.8366666666666667,1725.0
5668-MEISB,0,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),106.1,3.5366666666666666,7657.4
5669-SRAIP,1,Female,0,0,0,5,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,39.5,1.3166666666666667,210.75
5671-RQRLP,0,Female,1,1,0,70,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),75.65,2.521666666666667,5411.4
5671-UUNXD,0,Female,1,1,0,50,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,100.65,3.355,5189.75
5673-FSSMF,1,Female,0,0,0,1,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,60.15,2.005,60.15
5673-TIYIB,1,Male,0,0,0,2,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),40.4,1.3466666666666667,77.15
5676-CFLYY,0,Male,0,1,1,71,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),73.35,2.445,5154.5
5678-VFNEQ,0,Female,0,1,0,71,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.1,3.4699999999999998,7412.25
5680-LQOGP,0,Female,0,0,0,68,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),82.45,2.7483333333333335,5646.6
5681-LLOEI,0,Male,0,1,1,43,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),91.25,3.0416666666666665,4013.8
5684-FJVYR,0,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),90.35,3.0116666666666663,6563.4
5685-IIXLY,1,Female,0,1,1,5,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,83.6,2.7866666666666666,404.2
5686-CMAWK,0,Male,0,0,0,17,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,0,Electronic check,86.75,2.8916666666666666,1410.25
5687-DKDTV,1,Female,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,0.6783333333333333,77.5
5688-KZTSN,1,Male,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.0,0.6666666666666666,288.05
5692-FPTAH,1,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.4,1.5133333333333332,45.4
5692-ICXLW,0,Male,1,0,0,31,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.7,3.0233333333333334,2845.15
5693-PIPCS,0,Male,0,0,0,41,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),99.65,3.3216666666666668,4220.35
5696-CEIQJ,0,Male,0,1,1,67,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),103.15,3.4383333333333335,6895.5
5696-EXCYS,0,Male,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,0.6483333333333333,369.05
5696-JVVQY,0,Female,0,1,1,48,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,1,Credit card (automatic),70.1,2.3366666666666664,3238.4
5696-QURRL,1,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.05,1.5016666666666665,45.05
5697-GOMBF,0,Female,1,1,1,28,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,35.9,1.1966666666666665,973.65
5698-BQJOH,1,Female,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,94.4,3.146666666666667,857.25
5699-BNCAS,0,Male,1,0,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.65,0.8216666666666667,1766.75
5701-GUXDC,0,Female,0,1,0,26,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),35.4,1.18,978.6
5701-SVCWR,0,Female,0,0,1,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.0,0.8,24.0
5701-YVSVF,0,Female,1,1,0,11,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,82.9,2.7633333333333336,880.05
5701-ZIKJE,0,Male,0,0,0,13,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.55,1.6849999999999998,610.75
5702-KVQRD,0,Male,0,1,0,71,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,82.55,2.7516666666666665,5832.65
5702-SKUOB,0,Female,0,1,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.6,0.6533333333333334,93.45
5707-ORNDZ,1,Male,1,0,0,9,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,54.55,1.8183333333333331,494.05
5707-ZMDJP,0,Male,0,1,1,53,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,1,Mailed check,69.7,2.3233333333333333,3729.6
5708-EVONK,1,Female,0,1,1,58,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),93.4,3.1133333333333337,5435.6
5712-AHQNN,0,Female,0,0,0,43,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.65,3.055,3954.1
5712-PTIWW,1,Male,0,0,0,2,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,79.85,2.6616666666666666,152.45
5712-VBOXD,0,Female,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.15,0.6716666666666666,68.45
5716-EZXZN,0,Female,0,1,1,65,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),99.05,3.3016666666666667,6416.7
5716-LIBJC,0,Female,0,0,1,13,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.15,3.4716666666666667,1299.1
5724-BIDBU,0,Male,0,1,0,49,1,Yes,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,55.35,1.845,2633.95
5726-CVNYA,0,Female,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.85,0.6616666666666667,146.6
5727-MYATE,0,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.8,3.0266666666666664,6397.6
5729-KLZAR,1,Female,0,1,1,4,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.85,2.695,302.75
5730-DBDSI,0,Male,0,0,0,66,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.7,0.6566666666666666,1253.8
5730-RIITO,0,Female,1,0,0,43,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),33.45,1.115,1500.25
5732-IKGQH,0,Male,1,1,0,52,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.45,3.481666666666667,5481.25
5734-EJKXG,0,Female,0,0,0,61,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,118.6,3.953333333333333,7365.7
5736-YEJAX,0,Male,0,0,1,69,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),79.45,2.6483333333333334,5502.55
5740-YHGTW,0,Male,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),97.55,3.2516666666666665,6669.05
5743-KHMNA,0,Male,0,0,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.55,0.8516666666666667,1898.1
5747-PMBSQ,1,Male,1,1,0,10,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,92.5,3.0833333333333335,934.1
5748-RNCJT,1,Male,0,0,0,69,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),106.5,3.55,7348.8
5751-USDBL,0,Male,0,1,1,46,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,81.0,2.7,3846.35
5753-QQWPW,0,Female,0,0,0,28,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Electronic check,59.9,1.9966666666666666,1654.7
5756-JYOJT,0,Female,0,0,0,11,1,No,DSL,No,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),64.9,2.1633333333333336,697.25
5756-OZRIO,0,Male,1,1,0,61,1,Yes,DSL,No,Yes,No,No,No,Yes,One year,0,Bank transfer (automatic),64.05,2.135,3902.6
5759-RCVCB,1,Female,0,0,0,3,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),35.2,1.1733333333333333,108.95
5760-FXFVO,0,Male,0,0,0,6,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,78.95,2.631666666666667,494.95
5760-IFJOZ,0,Male,0,0,0,3,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,107.95,3.5983333333333336,313.6
5760-WRAHC,0,Female,1,0,0,22,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,69.75,2.325,1545.4
5761-BYYZA,0,Female,0,1,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.6,0.6533333333333334,763.1
5762-TJXGK,0,Female,0,0,0,52,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),58.75,1.9583333333333333,3038.55
5766-FTRTS,0,Male,0,1,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,84.45,2.815,6033.1
5766-RLNAM,0,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,115.55,3.8516666666666666,8425.3
5766-XQXMQ,1,Female,0,0,0,29,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),68.85,2.295,1970.5
5766-ZJYBB,1,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,0.6466666666666666,19.4
5774-QPLTF,0,Male,0,1,1,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.35,0.6783333333333333,938.95
5774-XZTQC,0,Female,0,1,1,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,0.6816666666666666,150.75
5777-KJIRB,0,Female,0,0,0,40,1,No,DSL,No,No,Yes,No,No,No,One year,1,Mailed check,50.25,1.675,2023.55
5777-ZPQNC,0,Female,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,20.15,0.6716666666666666,260.7
5778-BVOFB,0,Female,0,0,0,9,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),59.5,1.9833333333333334,530.05
5780-INQIK,0,Female,0,0,0,8,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,49.4,1.6466666666666667,408.25
5781-BKHOP,0,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),100.65,3.355,7334.05
5781-RFZRP,0,Male,0,1,0,71,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),73.5,2.45,5357.75
5787-KXGIY,0,Male,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.3,0.6433333333333333,1304.8
5788-YPOEG,0,Female,0,1,1,34,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,84.75,2.825,2839.45
5789-LDFXO,0,Male,0,0,0,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,24.6,0.8200000000000001,592.65
5791-KAJFD,0,Female,0,1,1,56,1,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,1,Bank transfer (automatic),68.75,2.2916666666666665,3808.0
5792-JALQC,0,Female,1,0,0,52,1,Yes,DSL,Yes,No,Yes,No,No,No,Two year,0,Bank transfer (automatic),59.85,1.995,3103.25
5793-YOLJN,0,Female,0,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.0,0.7,1210.3
5795-BKOYE,0,Female,0,1,1,69,1,No,DSL,No,Yes,Yes,Yes,No,No,One year,0,Bank transfer (automatic),59.1,1.97,4134.7
5795-KTGUD,0,Female,0,1,0,68,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),110.8,3.6933333333333334,7553.6
5797-APWZC,1,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,90.6,3.02,90.6
5799-JRCZO,0,Female,0,0,1,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.5,0.65,1215.1
5802-ADBRC,0,Female,0,1,0,50,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Mailed check,104.4,3.48,5232.9
5803-NQJZO,0,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),67.8,2.26,4804.65
5804-HYIEZ,0,Male,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.05,3.5349999999999997,7554.05
5804-JMYIO,0,Female,0,1,1,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,0.6583333333333333,757.95
5804-LEPIM,1,Female,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.35,2.3449999999999998,139.05
5808-TOTXO,0,Female,0,0,1,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.55,0.685,57.4
5811-IWXYM,0,Female,0,1,1,52,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),101.25,3.375,5301.1
5813-UECBU,1,Male,1,0,0,33,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),83.85,2.795,2716.3
5815-HGGHV,0,Male,0,1,0,20,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,1,Mailed check,64.15,2.1383333333333336,1274.45
5816-JMLGY,0,Female,0,1,1,70,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),80.4,2.68,5717.85
5816-QVHRX,0,Female,0,0,0,37,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),100.3,3.3433333333333333,3541.4
5816-SCGFC,0,Female,1,0,0,7,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,51.3,1.71,419.35
5820-PTRYM,0,Female,1,1,0,56,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),68.45,2.2816666666666667,4014.0
5821-MMEIL,0,Female,0,1,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.9,0.6633333333333333,1115.6
5825-XJOCM,0,Male,0,0,1,48,1,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),64.4,2.146666666666667,3035.35
5827-MWCZK,0,Male,0,1,1,56,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),96.95,3.231666666666667,5432.2
5828-AVIPD,1,Male,0,1,1,19,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,100.95,3.365,1875.55
5828-DWPIL,0,Male,1,1,0,62,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,89.1,2.9699999999999998,5618.3
5829-NVSQN,0,Female,0,1,0,23,1,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),68.75,2.2916666666666665,1689.45
5832-EXGTT,0,Male,0,1,1,29,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,60.2,2.006666666666667,1834.15
5832-TRLPB,0,Male,0,0,0,29,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),75.35,2.5116666666666663,2243.9
5832-XKAES,1,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.8,2.3266666666666667,134.7
5834-ASPWA,1,Male,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.45,2.515,75.45
5835-BEQEU,1,Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.95,2.565,228.4
5837-LXSDN,0,Female,0,1,1,21,1,No,DSL,No,Yes,No,No,Yes,No,One year,1,Credit card (automatic),58.85,1.9616666666666667,1215.45
5839-SUYVZ,0,Male,0,0,0,16,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),74.55,2.485,1170.5
5840-NVDCG,0,Female,0,1,1,16,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Bank transfer (automatic),68.25,2.275,1114.85
5842-POCOP,1,Female,0,1,0,5,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,88.9,2.9633333333333334,454.15
5843-TTHGI,0,Female,0,0,0,18,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,50.0,1.6666666666666667,892.7
5844-QVTAT,0,Female,0,1,1,33,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Mailed check,58.45,1.9483333333333335,1955.4
5845-BZZIB,0,Male,0,1,1,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,0.67,655.3
5846-ABOBJ,0,Male,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,0.815,1730.65
5846-NEQVZ,0,Male,0,1,1,71,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),70.85,2.3616666666666664,4973.4
5846-QFDFI,0,Female,0,1,1,33,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),88.6,2.953333333333333,2888.7
5847-MXBEO,0,Male,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,0.6766666666666666,475.1
5848-FHRFC,0,Female,0,0,0,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.05,0.6683333333333333,1386.9
5849-ASHZJ,0,Male,0,0,1,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.05,0.6683333333333333,552.9
5850-BDWCY,0,Female,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,0.6733333333333333,123.65
5854-KSRBJ,0,Male,0,1,1,70,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.4,0.8466666666666666,1782.05
5855-EIBDE,0,Female,0,1,0,49,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),106.65,3.555,5174.35
5857-TYBCJ,0,Male,1,1,0,44,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.2,2.9733333333333336,4040.2
5857-XRECV,0,Female,0,0,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.5,0.6833333333333333,38.25
5858-EAFCZ,0,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.45,1.4816666666666667,44.45
5859-HZYLF,0,Male,0,1,1,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.15,0.6383333333333333,515.75
5862-BRIXZ,0,Male,0,0,0,46,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.75,2.025,2893.4
5863-OOKCL,0,Female,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.85,0.6283333333333334,163.2
5868-CZJDR,1,Male,0,0,1,1,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,31.35,1.0450000000000002,31.35
5868-YTYKS,0,Male,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,0.675,20.25
5868-YWPDW,1,Male,1,1,0,6,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,84.2,2.8066666666666666,519.15
